,Unnamed: 0,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_bin,person_income_bin,person_emp_length_bin,loan_amnt_bin,loan_percent_income_bin,cb_person_cred_hist_length_bin,loan_intent_bin
111,161,24,60000,RENT,0.0,PERSONAL,B,25000,10.99,1,0.42,N,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin3
112,162,24,60000,RENT,2.0,PERSONAL,B,25000,11.11,1,0.42,N,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin3
113,163,26,54000,RENT,7.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.46,Y,2,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin5
114,164,23,14000,OWN,2.0,DEBTCONSOLIDATION,D,4000,15.142600000000009,1,0.29,N,3,person_age_Bin2,person_income_Bin1,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
115,168,25,54000,RENT,3.0,HOMEIMPROVEMENT,E,25000,16.82,1,0.46,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
116,169,23,60000,RENT,3.0,PERSONAL,C,25000,12.73,1,0.42,N,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin3
117,170,23,60000,RENT,7.0,PERSONAL,B,25000,10.25,1,0.42,N,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin3
118,171,21,60000,RENT,6.0,EDUCATION,B,25000,10.99,1,0.42,N,4,person_age_Bin1,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
119,172,25,61959,RENT,9.0,MEDICAL,C,25000,12.73,1,0.4,N,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
120,173,22,56400,RENT,2.0,HOMEIMPROVEMENT,D,25000,14.96,1,0.44,Y,3,person_age_Bin1,person_income_Bin4,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
121,180,24,66000,RENT,3.0,EDUCATION,B,25000,9.91,1,0.38,N,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
122,181,22,66000,RENT,6.0,EDUCATION,C,25000,13.06,1,0.38,Y,3,person_age_Bin1,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
123,188,24,60000,RENT,2.0,DEBTCONSOLIDATION,E,25000,17.408999999999995,1,0.42,Y,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin5
124,189,21,14400,OWN,0.0,HOMEIMPROVEMENT,B,3000,10.91345000000001,1,0.21,N,4,person_age_Bin1,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
125,190,26,66996,RENT,10.0,PERSONAL,D,25000,15.21,1,0.37,Y,2,person_age_Bin3,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin3
126,191,23,67000,RENT,3.0,EDUCATION,A,25000,7.9,1,0.37,N,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
127,192,24,67000,RENT,2.0,VENTURE,B,25000,10.99,1,0.37,N,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin1
128,193,24,68000,RENT,5.0,PERSONAL,D,25000,14.09,1,0.37,Y,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin3
129,194,25,69000,RENT,9.0,PERSONAL,D,25000,17.49,1,0.36,N,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin3
130,198,25,69996,RENT,9.0,EDUCATION,D,25000,15.21,1,0.36,N,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
131,199,22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.28,N,3,person_age_Bin1,person_income_Bin1,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
132,200,24,70000,RENT,3.0,EDUCATION,B,25000,11.86,1,0.36,N,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
133,201,24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.42,N,3,person_age_Bin2,person_income_Bin1,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin3
134,202,24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.38,N,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
135,203,25,66000,RENT,9.0,VENTURE,D,25000,15.33,1,0.38,Y,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin1
136,204,26,66000,RENT,3.0,HOMEIMPROVEMENT,B,25000,11.58,1,0.38,N,4,person_age_Bin3,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
137,205,25,14400,OWN,7.0,EDUCATION,A,5375,5.79,1,0.37,N,2,person_age_Bin2,person_income_Bin1,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
138,206,25,72612,RENT,9.0,MEDICAL,C,25000,13.11,1,0.34,N,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
139,207,23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
140,208,25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,N,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin5
141,214,24,75000,RENT,4.0,EDUCATION,B,25000,10.25,1,0.33,N,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
142,215,22,71000,RENT,1.0,EDUCATION,D,25000,15.95,1,0.35,Y,4,person_age_Bin1,person_income_Bin4,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
143,218,23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,13.781199999999972,1,0.32,Y,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
144,219,23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
145,220,23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.32,N,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
146,224,24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
147,225,23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
148,226,21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2,person_age_Bin1,person_income_Bin1,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin1
149,227,24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin3
150,228,24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin2
151,229,21,14400,MORTGAGE,0.0,MEDICAL,C,1500,13.495599999999998,0,0.1,N,4,person_age_Bin1,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin4
152,230,24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin2
153,231,26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4,person_age_Bin3,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
154,240,23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin5
155,241,26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,15.453299999999992,1,0.34,Y,4,person_age_Bin3,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin5
156,242,25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
157,243,23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
158,244,24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
159,245,24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin2
160,246,24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin3
161,249,23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,person_age_Bin2,person_income_Bin1,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
162,250,22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,person_age_Bin1,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin3
163,251,22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,person_age_Bin1,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin3
164,252,24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
165,256,23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,12.894499999999992,1,0.41,N,4,person_age_Bin2,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin5
166,257,24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
167,258,24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin1
168,259,23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin5
169,260,23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
170,261,25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
171,262,21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,person_age_Bin1,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
172,268,23,15000,OWN,7.0,MEDICAL,B,4475,11.079550000000024,1,0.3,N,4,person_age_Bin2,person_income_Bin1,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
173,269,23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,person_age_Bin2,person_income_Bin4,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
174,270,25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
175,271,23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
176,272,24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
177,273,24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin3
178,274,25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
179,275,24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
180,276,23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
181,277,23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,person_age_Bin2,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin4
182,278,23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,person_age_Bin2,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
183,279,25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
184,284,23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,person_age_Bin2,person_income_Bin1,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
185,285,23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,person_age_Bin2,person_income_Bin1,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
186,286,22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,person_age_Bin1,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
187,287,25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,person_age_Bin2,person_income_Bin4,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
188,288,25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
189,289,25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,person_age_Bin2,person_income_Bin1,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin4
190,290,26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,person_age_Bin3,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
191,291,25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin1
192,292,23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,person_age_Bin2,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin3
193,293,24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin3
194,294,24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
195,295,23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,person_age_Bin2,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin5
196,303,21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,person_age_Bin1,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
197,304,25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin4
198,305,21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,person_age_Bin1,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin2
199,306,24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin4
200,307,26,110000,RENT,3.0,PERSONAL,C,25000,13.28965,0,0.23,Y,2,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin3
201,308,23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,person_age_Bin2,person_income_Bin1,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin3
202,314,24,83300,RENT,0.0,MEDICAL,D,25000,14.91574999999998,1,0.26,N,2,person_age_Bin2,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin4
203,315,24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin4
204,316,22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,person_age_Bin1,person_income_Bin1,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
205,319,22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,person_age_Bin1,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin5
206,320,25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin4
207,321,24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
208,322,25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
209,323,23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
210,324,24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin4
211,325,21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,person_age_Bin1,person_income_Bin1,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin1
212,326,26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,person_age_Bin3,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin3
213,327,26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin3
214,328,23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,person_age_Bin2,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
215,329,23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,person_age_Bin2,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin1
216,338,24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,person_age_Bin2,person_income_Bin1,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
217,341,25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,person_age_Bin2,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin1
218,351,23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,person_age_Bin2,person_income_Bin1,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
219,352,23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,person_age_Bin2,person_income_Bin1,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin5
220,353,23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,person_age_Bin2,person_income_Bin1,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin3
221,355,23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,person_age_Bin2,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
222,356,24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,person_age_Bin2,person_income_Bin1,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin1
