loan_status,classe_income,classe_percent_income,classe_emp_imp_4,classe_person_home_ownership,classe_loan_intent_2
1,"[79993.50, inf)","(-inf, 0.16)","[2.50, 4.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
1,"[22806.00, 34990.00)","[0.31, inf)","[2.50, 4.50)","[OTHER, RENT]",PERSONAL
0,"[34990.00, 59853.50)","[0.25, 0.31)","[4.50, 7.50)","[OTHER, RENT]",PERSONAL
0,"[22806.00, 34990.00)","[0.16, 0.25)","[4.50, 7.50)","[OTHER, RENT]",PERSONAL
1,"[34990.00, 59853.50)","[0.16, 0.25)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)",OWN,EDUCATION
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]",PERSONAL
0,"[22806.00, 34990.00)","(-inf, 0.16)","[7.50, inf)","[OTHER, RENT]",VENTURE
1,"(-inf, 22806.00)","[0.25, 0.31)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
1,"[22806.00, 34990.00)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]",VENTURE
0,"[22806.00, 34990.00)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]",VENTURE
0,"[22806.00, 34990.00)","[0.25, 0.31)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]",EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]",PERSONAL
0,"[59853.50, 79993.50)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]",EDUCATION
0,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"[59853.50, 79993.50)","[0.25, 0.31)","(-inf, 2.50)",MORTGAGE,EDUCATION
1,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",PERSONAL
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",EDUCATION
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","[0.25, 0.31)","(-inf, 2.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
1,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","[0.25, 0.31)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
1,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",OWN,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","[0.25, 0.31)","[2.50, 4.50)","[OTHER, RENT]",PERSONAL
1,"[34990.00, 59853.50)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","[0.16, 0.25)","[4.50, 7.50)",MORTGAGE,EDUCATION
0,"[34990.00, 59853.50)","[0.16, 0.25)","[4.50, 7.50)","[OTHER, RENT]",PERSONAL
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,PERSONAL
0,"[79993.50, inf)","[0.25, 0.31)","[7.50, inf)","[OTHER, RENT]",VENTURE
0,"[59853.50, 79993.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,EDUCATION
1,"[34990.00, 59853.50)","[0.31, inf)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
1,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,EDUCATION
1,"[59853.50, 79993.50)","(-inf, 0.16)","[2.50, 4.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.25, 0.31)","[2.50, 4.50)","[OTHER, RENT]",PERSONAL
0,"[59853.50, 79993.50)","[0.25, 0.31)","[4.50, 7.50)","[OTHER, RENT]",EDUCATION
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",EDUCATION
1,"[22806.00, 34990.00)","[0.31, inf)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"[59853.50, 79993.50)","[0.31, inf)","[7.50, inf)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)",OWN,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)","[OTHER, RENT]",EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,PERSONAL
1,"(-inf, 22806.00)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","[0.31, inf)","[4.50, 7.50)",OWN,EDUCATION
1,"(-inf, 22806.00)","[0.16, 0.25)","[4.50, 7.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","[2.50, 4.50)",MORTGAGE,EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,PERSONAL
0,"[34990.00, 59853.50)","[0.16, 0.25)","[7.50, inf)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,PERSONAL
1,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
1,"[22806.00, 34990.00)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","[7.50, inf)","[OTHER, RENT]",PERSONAL
0,"[22806.00, 34990.00)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",EDUCATION
1,"[22806.00, 34990.00)","[0.31, inf)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"(-inf, 22806.00)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",PERSONAL
0,"[22806.00, 34990.00)","(-inf, 0.16)","[2.50, 4.50)",MORTGAGE,VENTURE
1,"(-inf, 22806.00)","[0.31, inf)","[4.50, 7.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.25, 0.31)","[7.50, inf)",OWN,VENTURE
1,"[34990.00, 59853.50)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]",VENTURE
0,"[59853.50, 79993.50)","(-inf, 0.16)","[2.50, 4.50)",MORTGAGE,VENTURE
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,VENTURE
1,"[34990.00, 59853.50)","[0.31, inf)","(-inf, 2.50)","[OTHER, RENT]",EDUCATION
0,"[79993.50, inf)","[0.16, 0.25)","[4.50, 7.50)","[OTHER, RENT]",VENTURE
0,"[59853.50, 79993.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",PERSONAL
1,"(-inf, 22806.00)","[0.16, 0.25)","[4.50, 7.50)","[OTHER, RENT]",EDUCATION
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]",EDUCATION
0,"[59853.50, 79993.50)","[0.16, 0.25)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",EDUCATION
0,"[79993.50, inf)","[0.16, 0.25)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","[7.50, inf)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,PERSONAL
0,"[34990.00, 59853.50)","[0.16, 0.25)","[2.50, 4.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,VENTURE
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","[0.25, 0.31)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"[22806.00, 34990.00)","[0.16, 0.25)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"(-inf, 22806.00)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
1,"[34990.00, 59853.50)","(-inf, 0.16)","[2.50, 4.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","[0.25, 0.31)","[4.50, 7.50)","[OTHER, RENT]",EDUCATION
0,"[59853.50, 79993.50)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","[0.16, 0.25)","[2.50, 4.50)","[OTHER, RENT]",EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,PERSONAL
0,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,EDUCATION
0,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[59853.50, 79993.50)","(-inf, 0.16)","[2.50, 4.50)",OWN,EDUCATION
1,"[59853.50, 79993.50)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
1,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
1,"[59853.50, 79993.50)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)",OWN,PERSONAL
0,"[22806.00, 34990.00)","[0.16, 0.25)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","[0.16, 0.25)","[7.50, inf)",MORTGAGE,PERSONAL
0,"[59853.50, 79993.50)","[0.16, 0.25)","[7.50, inf)",MORTGAGE,PERSONAL
0,"(-inf, 22806.00)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]",PERSONAL
0,"[59853.50, 79993.50)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.25, 0.31)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)","[OTHER, RENT]",VENTURE
1,"[34990.00, 59853.50)","[0.31, inf)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)","[OTHER, RENT]",EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",OWN,PERSONAL
0,"[34990.00, 59853.50)","[0.16, 0.25)","[7.50, inf)",MORTGAGE,VENTURE
1,"[34990.00, 59853.50)","[0.16, 0.25)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[2.50, 4.50)",MORTGAGE,PERSONAL
0,"[22806.00, 34990.00)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.31, inf)","[2.50, 4.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
1,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","[0.16, 0.25)","(-inf, 2.50)",MORTGAGE,VENTURE
0,"[34990.00, 59853.50)","(-inf, 0.16)","[2.50, 4.50)",OWN,PERSONAL
0,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[7.50, inf)","[OTHER, RENT]",PERSONAL
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.25, 0.31)","[4.50, 7.50)",MORTGAGE,EDUCATION
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,PERSONAL
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","(-inf, 0.16)","[4.50, 7.50)",OWN,PERSONAL
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","[0.16, 0.25)","[7.50, inf)",MORTGAGE,EDUCATION
0,"[34990.00, 59853.50)","[0.31, inf)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"(-inf, 22806.00)","[0.31, inf)","(-inf, 2.50)",OWN,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,PERSONAL
1,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]",EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)","[OTHER, RENT]",VENTURE
0,"[59853.50, 79993.50)","[0.16, 0.25)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
1,"(-inf, 22806.00)","[0.16, 0.25)","(-inf, 2.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.25, 0.31)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)",OWN,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",PERSONAL
1,"[34990.00, 59853.50)","[0.31, inf)","(-inf, 2.50)","[OTHER, RENT]",EDUCATION
1,"(-inf, 22806.00)","[0.25, 0.31)","[7.50, inf)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.31, inf)","[4.50, 7.50)",MORTGAGE,EDUCATION
0,"[22806.00, 34990.00)","[0.25, 0.31)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]",PERSONAL
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.16, 0.25)","[4.50, 7.50)",MORTGAGE,PERSONAL
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]",VENTURE
0,"[79993.50, inf)","[0.16, 0.25)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","(-inf, 2.50)",MORTGAGE,EDUCATION
1,"(-inf, 22806.00)","[0.31, inf)","[2.50, 4.50)","[OTHER, RENT]",VENTURE
0,"[22806.00, 34990.00)","[0.31, inf)","(-inf, 2.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","[0.25, 0.31)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","[0.16, 0.25)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.25, 0.31)","[2.50, 4.50)",MORTGAGE,EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)",OWN,VENTURE
1,"[22806.00, 34990.00)","[0.31, inf)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.16, 0.25)","[2.50, 4.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,PERSONAL
1,"[59853.50, 79993.50)","[0.16, 0.25)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.25, 0.31)","[4.50, 7.50)","[OTHER, RENT]",PERSONAL
0,"[59853.50, 79993.50)","[0.16, 0.25)","[7.50, inf)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",PERSONAL
0,"[59853.50, 79993.50)","[0.16, 0.25)","(-inf, 2.50)",OWN,VENTURE
1,"[34990.00, 59853.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,PERSONAL
0,"[79993.50, inf)","[0.25, 0.31)","[4.50, 7.50)",OWN,PERSONAL
0,"[79993.50, inf)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]",VENTURE
0,"[34990.00, 59853.50)","[0.16, 0.25)","[4.50, 7.50)","[OTHER, RENT]",EDUCATION
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,PERSONAL
0,"[34990.00, 59853.50)","[0.25, 0.31)","[2.50, 4.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","[0.25, 0.31)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","[0.31, inf)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[59853.50, 79993.50)","[0.16, 0.25)","(-inf, 2.50)","[OTHER, RENT]",EDUCATION
0,"[59853.50, 79993.50)","[0.16, 0.25)","[7.50, inf)","[OTHER, RENT]",VENTURE
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,EDUCATION
0,"[79993.50, inf)","[0.16, 0.25)","[4.50, 7.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[34990.00, 59853.50)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"(-inf, 22806.00)","[0.25, 0.31)","(-inf, 2.50)","[OTHER, RENT]",PERSONAL
0,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]",PERSONAL
0,"[79993.50, inf)","(-inf, 0.16)","[4.50, 7.50)",MORTGAGE,"[HOMEIMPROVEMENT, MEDICAL]"
0,"[79993.50, inf)","(-inf, 0.16)","[7.50, inf)",MORTGAGE,EDUCATION
1,"[34990.00, 59853.50)","(-inf, 0.16)","(-inf, 2.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
0,"[22806.00, 34990.00)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]","[HOMEIMPROVEMENT, MEDICAL]"
1,"[59853.50, 79993.50)","(-inf, 0.16)","[2.50, 4.50)","[OTHER, RENT]",PERSONAL
0,"[59853.50, 79993.50)","(-inf, 0.16)","[4.50, 7.50)","[OTHER, RENT]",PERSONAL
